frame_no,stall,psnr,skip
0,0.0101439634958903,1.0,0.0
1,0.018043009440104167,1.0,0.0
2,0.013895718256632487,1.0,0.0
3,0.017090288798014323,1.0,0.0
4,0.01767107645670573,1.0,0.0
5,0.015564171473185222,1.0,0.0
6,0.016929117838541667,1.0,0.0
7,0.016721693674723308,1.0,0.0
8,0.010437218348185222,1.0,0.0
9,0.013653723398844402,1.0,0.0
